	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
many	-13.102436	-10.512359	-15.074147	-9.679570	-7.749510	-9.738438	-15.793160	-9.291733	-12.713133	-10.544118	-2.957396	-11.689133	-5.807059	-9.162823	4.318952	-10.295106	-9.317672	-0.207566	4.834882	2.519857	-7.346952	-1.630448	-8.952442	-14.732216	-10.400967	-12.622504	1.606984	-11.705253	-16.026381	-8.318733	-9.605865	-10.830442	-10.868687	1.825657	-2.431403	-3.156793	-1.885155	-0.690398	-4.731174	-6.414769	-11.058234	-15.940668	-11.312412	-7.271958
of	-5.797257	-8.729130	-9.849900	-14.043773	-10.274416	-11.000619	-10.082100	-12.085252	-5.318247	-2.966025	0.543391	-15.306462	-4.360627	9.704759	0.396004	-8.474664	-12.365898	-6.651990	3.048620	-0.519961	-14.217298	-5.397388	-5.109834	-10.191277	-2.003266	-10.319759	1.591059	-12.456517	-11.996911	-4.833359	-8.263669	-8.165756	-8.444532	0.986945	-3.425087	-9.445317	-5.040053	-0.840343	-7.602417	-4.566769	-3.910355	-6.583167	-5.301238	-9.668166
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
thousands	-9.259901	-10.791366	-15.969726	-9.904293	-12.519274	-8.589970	-10.034158	-15.955704	-3.746519	-7.063004	-8.423692	-18.947369	-8.391377	-1.871442	-1.135056	-11.016918	-12.862868	-11.186732	-0.359904	1.657172	-0.512196	5.507013	-18.994074	-7.479835	-12.366870	-5.830443	-2.909742	-14.301668	-15.797953	-10.427329	-11.393690	-12.951271	-9.713503	-3.604406	-3.241100	-8.740505	-5.947033	-3.272795	2.531329	-13.406620	-10.157228	-16.418230	-17.923811	-14.209909
of	-5.797257	-8.729130	-9.849900	-14.043773	-10.274416	-11.000619	-10.082100	-12.085252	-5.318247	-2.966025	0.543391	-15.306462	-4.360627	9.704759	0.396004	-8.474664	-12.365898	-6.651990	3.048620	-0.519961	-14.217298	-5.397388	-5.109834	-10.191277	-2.003266	-10.319759	1.591059	-12.456517	-11.996911	-4.833359	-8.263669	-8.165756	-8.444532	0.986945	-3.425087	-9.445317	-5.040053	-0.840343	-7.602417	-4.566769	-3.910355	-6.583167	-5.301238	-9.668166
workers	-13.757200	-11.362854	-17.708746	-8.031925	-8.302930	-9.145549	-15.382527	-8.393037	-11.331269	-13.346896	-20.717686	-18.783030	-5.529124	-12.196205	-0.707126	-2.100586	-7.397932	-14.386121	1.976856	3.412415	3.435723	8.993174	-19.201075	-9.381089	-18.216930	-11.725130	-3.607998	-4.956245	-14.932399	-16.299307	-11.750934	-17.027384	-16.825518	-2.600228	-1.033073	-4.869169	-3.994704	-3.985060	4.212717	-18.977650	-18.201775	-19.869341	-17.182053	-15.112305
asked	-12.969243	-11.650960	-15.109748	-16.038597	-12.486237	-10.792283	-13.948028	-14.304772	-13.221797	-9.178604	-11.101315	-14.228801	-6.367090	-1.889895	3.435251	-7.019465	-8.788118	-7.578051	2.160289	0.501790	-5.834166	-2.785691	-13.507798	-12.897068	-13.329698	-26.161621	0.064125	-12.887476	-19.706890	-10.646212	-12.730562	-22.584597	-14.142308	2.015675	6.381706	-4.218068	7.511969	-0.409623	-5.423031	-11.511518	-17.286654	-10.609690	-14.339501	-12.948822
to	-7.370830	-4.893897	-9.857117	-6.934582	-7.926226	-5.977903	-9.050160	-8.278963	-4.385123	-0.491133	-0.546777	-10.657193	-5.737771	0.964524	-0.068176	-9.338073	-6.620224	-0.716983	1.418302	0.703826	-8.213395	-3.615532	-12.746425	-8.874119	-4.982430	-9.475069	-0.022342	-12.329858	-5.137251	-2.444807	-7.019334	11.519252	-9.869136	0.594648	-1.909645	-7.882371	-2.838066	-0.439542	-6.843638	-6.426378	-1.670548	-10.562876	-7.233404	-7.268418
make	-12.388108	-11.144010	-18.702385	-13.078640	-13.051606	-9.571538	-12.158708	-11.627900	-11.446971	-7.307900	-8.065721	-10.946198	-3.175270	-4.250917	2.632428	-4.095855	-8.594639	-6.256178	6.049028	1.331602	-9.396093	-3.530737	-12.089470	-13.731973	-10.454270	-14.995617	-1.020545	-5.044177	-11.220549	-10.440833	-9.747884	-14.546167	-11.545142	6.529315	1.366220	-3.580504	-0.688133	4.017640	-5.306969	-7.386766	-13.217985	-11.626355	-12.331205	-13.103789
pay	-10.372582	-10.634586	-12.097581	-11.638097	-11.139881	-10.571904	-17.280600	-11.680488	-9.702724	-13.379138	-4.783075	-10.860345	-4.688373	-2.982920	1.389049	-5.100492	-7.730504	-1.138145	4.871465	0.537719	-9.503554	-1.933257	-9.987797	-11.066713	-8.427561	-17.113272	0.930247	-7.068198	-13.014206	-6.731928	-9.672800	-8.119799	-12.622555	5.879661	-0.228757	-4.867093	-1.227148	3.209299	-3.308609	-4.661240	-6.991830	-11.711300	-13.025262	-8.701475
concessions	-16.197855	-18.937202	-21.562187	-11.319605	-12.988229	-14.199579	-18.392265	-15.406889	-17.297537	-15.217198	-16.383984	-29.631556	-6.699266	-13.356697	0.423575	-9.772785	-12.223420	-11.842728	2.935802	4.078790	2.949656	9.287450	-22.214529	-12.019685	-14.036643	-15.918960	-5.225021	-13.964257	-19.097090	-19.833130	-15.093128	-17.866819	-11.419962	-2.444933	-6.194615	-6.937945	-5.303154	-5.402313	3.825133	-16.422205	-22.484406	-21.091459	-22.531755	-15.630902
so	-5.699174	-5.268409	-4.631961	-7.109933	-9.941415	-8.074084	-7.474119	-8.003654	-6.618848	-3.606914	-1.363815	-10.787905	-6.249474	-2.317433	0.656643	-5.668297	-7.650818	-3.443375	0.599207	-0.391167	-7.812157	-3.202375	-8.893789	-3.267314	-4.439413	-8.193321	4.555224	-7.853160	-5.011531	-5.045735	-7.729930	-4.013325	-6.473781	0.048042	-0.373225	-7.504514	-1.823106	-1.056433	-4.326886	-9.534369	-3.807488	-6.906699	-2.500382	-6.044064
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
buy-out	-13.637094	-18.644032	-18.905769	-7.378954	-9.036851	-12.522182	-17.899197	-7.746707	-9.935113	-11.036044	-17.303093	-22.940735	-5.274264	-10.974618	5.910830	-6.876858	-8.124142	-3.687655	6.893628	1.134903	-7.625556	2.124612	-14.215322	-20.449873	-11.577211	-15.090965	-0.825505	-12.458594	-12.423149	-9.182471	-10.437984	-17.667076	-16.926947	3.745655	-2.520317	-3.406415	-2.312415	0.026989	-4.287423	-6.187640	-8.848474	-14.431525	-12.028052	-10.792283
would	-8.905449	-6.795541	-9.120089	-3.960004	-7.641988	-10.203012	-11.070676	-6.716975	-7.202762	-6.648690	-9.357680	-13.733638	-5.392389	-5.880778	2.557397	-5.148027	-6.797229	10.854567	2.569767	0.162736	-8.274209	-2.477045	-6.796589	-11.765802	-6.385336	-13.540355	-0.325838	-9.827524	-8.702431	-1.326467	-7.737557	-10.631401	-7.833208	1.233511	2.234053	-5.981174	1.546271	-1.060705	-4.441026	-8.332027	-7.084714	-8.009274	-6.848925	-7.584370
be	-6.398881	-9.119483	-9.275657	-11.908596	-12.854959	-9.717718	-9.325828	-14.361511	-3.627404	-5.685664	-5.153724	-9.142603	-6.162666	1.260419	1.068543	-3.996074	-7.880791	-9.883060	4.205642	-0.720324	-11.265750	-2.694046	-13.137590	-11.225852	-1.433180	-9.627783	-1.679873	-9.323760	-9.696035	-7.532526	-7.518978	-12.691489	-14.246932	7.679327	1.934037	-5.613204	1.204569	1.896447	-3.483850	-9.770832	-11.627572	-7.264398	-5.806215	-12.114357
a	-1.205680	-9.002545	-10.702272	-11.229156	-10.823771	-8.937304	-10.515593	-13.645907	-1.645857	-9.278972	12.246640	-9.009906	-5.652887	2.672245	-1.571971	-10.909850	-12.954072	-6.215726	1.507187	-0.693504	-6.269465	-0.564560	-4.785968	-11.204214	-4.130784	-6.914642	-1.118485	-15.689792	-14.496052	-8.513957	-8.806356	-11.068073	-7.763930	-0.912727	-4.264416	-6.396126	-4.760911	-1.394363	-2.572786	-1.151891	-4.120239	-11.675632	-11.631660	-13.716766
success	-13.025526	-15.771564	-15.880308	-12.451649	-9.890181	-11.552897	-15.764850	-11.958746	-11.830709	-16.815247	-12.327798	-19.541914	-5.085033	-7.403956	3.439197	-0.851002	-6.076912	-10.976344	6.102237	2.263033	-0.809977	3.373508	-13.804569	-6.189072	-10.467604	-14.811804	-1.075869	-3.806069	-10.820250	-13.249012	-11.666533	-17.402943	-11.295800	1.847125	-1.958871	0.778038	-2.517635	-1.959120	0.804874	-12.321505	-19.005602	-9.996819	-16.692421	-11.804073
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
United	-21.199474	-11.999249	-16.325474	-9.304830	-10.113583	-11.256110	-19.723919	-15.287809	-6.263661	-5.771164	-12.595381	-15.345196	-18.599895	-0.573423	4.086892	-9.397584	-16.003965	-18.988499	-1.761648	6.431011	-1.958576	-4.654692	-20.017929	-22.515656	-9.305573	-16.885973	0.542178	-16.799910	-33.215725	-16.066216	-15.411770	-24.400682	-13.438246	-2.808327	-3.863454	-6.620670	-0.210026	-6.441602	-10.306420	-17.938303	-20.980328	-19.811043	-10.992474	-15.603810
's	-6.476156	-4.831952	-2.613943	-3.203316	-2.741053	-7.398675	-7.076486	-5.527689	-8.056317	-14.053363	-9.193522	-13.655941	-5.766042	-3.679708	-1.975403	-6.327087	-7.192262	-3.880865	-1.351349	0.340445	-0.486252	3.389644	-14.110942	9.290623	-2.486895	-4.800724	-0.507859	-7.577024	-7.355135	-11.315379	-7.631207	-10.549873	-7.337454	-4.516353	-4.378013	-7.990664	-7.769899	-2.222041	6.211274	-8.933887	-9.666680	-10.090362	-9.391155	-6.319464
directors	-14.032423	-13.593987	-19.957838	-8.878486	-9.177551	-9.506968	-18.015503	-12.799372	-10.906147	-15.764119	-20.297678	-18.120558	-6.023026	-9.443535	1.774418	-5.005167	-8.657332	-15.493910	2.479270	2.267750	3.917658	8.954065	-21.778671	-9.898799	-15.772991	-10.591241	-1.384673	-7.318311	-14.868725	-15.255385	-11.762526	-15.926895	-15.579160	-1.426844	-2.261149	-3.847571	-3.923542	-3.572459	3.176225	-18.424686	-21.497673	-21.402491	-19.375853	-12.969438
voted	-7.265591	-9.408939	-9.008638	-8.394844	-11.429645	-10.609218	-9.024355	-8.900215	-9.809927	-2.786084	-6.573882	-11.357982	-5.103305	-4.433867	3.091675	-4.401709	-8.724089	-4.853235	0.911141	-0.786158	-7.073174	-3.144848	-11.809682	-9.917449	-6.005437	-18.342947	-0.460105	-8.901599	-12.894415	-6.240466	-8.197542	-13.013890	-9.001425	0.680220	6.384206	-5.857689	5.740709	-0.305446	-4.134225	-11.240044	-13.341316	-5.069765	-6.348920	-8.199955
themselves	-10.809002	-11.743011	-12.656597	-9.731610	-10.936533	-12.624290	-12.006662	-13.211964	-19.250641	-8.063421	-6.789594	-13.362729	-9.305900	-5.659251	-1.347220	-7.353718	-7.825391	-13.797403	-0.478489	0.602809	-0.712160	4.955237	-16.288761	-6.978616	4.793810	-3.771503	-1.137736	-11.805377	-15.461023	-14.904845	-10.753769	-15.296934	-9.080421	-3.752222	-4.731606	-8.477777	-5.915819	-4.628260	2.000035	-14.493011	-16.894018	-14.422117	-12.313905	-14.203481
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
and	-5.545801	-6.222587	-8.691244	-6.601095	-7.614730	-8.451298	-10.024127	-9.302346	11.204060	-8.670640	1.157767	-11.630521	-5.971031	-0.202506	0.928630	-8.772384	-9.589598	-5.589883	3.067585	0.719486	-4.934876	-3.356470	-8.479346	-8.970040	-9.251793	-12.888366	-0.824926	-14.986135	-14.337023	-5.987674	-9.197055	-14.494511	-8.486798	2.197123	-1.281101	-3.832344	-0.784705	1.732651	-3.285167	-6.698166	-9.237029	-10.722454	-9.326917	-9.629957
their	-10.088416	-7.672962	-12.911846	-11.380848	-9.639501	-10.374837	-11.801044	-11.954855	-4.043699	1.627600	-1.809366	-6.809752	-7.726465	-1.578373	2.939038	-0.565224	-10.258583	-10.807871	2.661901	1.191533	-4.736623	-3.011194	-9.961925	-19.264755	-3.935767	8.547215	0.167993	-5.013327	-14.258132	-12.039628	-8.078084	-11.011527	-11.519800	0.636474	-3.565784	-5.713309	-3.017796	0.485480	-6.781514	-2.934270	-17.842447	-13.524667	-9.368107	-12.591657
spouses	-7.865255	-9.140008	-11.963304	-7.341490	-7.847534	-8.553081	-9.120975	-9.929897	-15.659772	-10.716355	-11.708314	-17.302652	-5.623801	-5.364298	-1.352122	-4.960336	-8.270757	-9.436534	0.199949	0.835574	1.781406	6.553347	-15.174011	0.694026	-5.593487	-7.584035	-2.036354	-5.912350	-6.415110	-12.005584	-8.635686	-10.805936	-6.178025	-2.826701	-2.278014	-6.387274	-2.978189	-4.054391	5.649271	-15.385981	-14.445719	-10.346727	-10.912468	-7.826470
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
lifetime	-12.508623	-11.878839	-15.156765	-11.901260	-9.275455	-13.629340	-14.586673	-12.441557	-13.822348	-3.651026	-6.591141	-8.093557	-6.093729	-1.657388	4.830153	-2.116475	-7.040545	-14.282472	5.411623	1.248895	-5.134179	-0.884029	-11.875242	-16.300386	-5.661591	-14.137651	1.609000	-5.152806	-14.544441	-9.845369	-7.714365	-14.119098	-9.695444	2.622940	-1.323830	-3.046980	-2.166811	0.193013	-7.397202	-10.032997	-18.198448	-11.428212	-12.492035	-12.778792
access	-8.757207	-13.022010	-13.826466	-12.477254	-9.962435	-9.133592	-16.018881	-11.864367	-7.571861	-16.931669	-4.294962	-16.024403	-5.408468	-0.659526	0.533105	-2.319398	-5.187857	-9.592178	4.705745	-0.109677	-2.123036	1.987981	-9.435599	-4.585805	-7.428214	-13.462670	0.437421	-6.170881	-9.976784	-10.940757	-9.417818	-15.477854	-9.708697	1.197110	-2.247301	0.854765	-2.870543	-1.500502	1.151282	-8.035905	-15.010023	-9.378291	-16.157280	-10.769906
to	-7.370830	-4.893897	-9.857117	-6.934582	-7.926226	-5.977903	-9.050160	-8.278963	-4.385123	-0.491133	-0.546777	-10.657193	-5.737771	0.964524	-0.068176	-9.338073	-6.620224	-0.716983	1.418302	0.703826	-8.213395	-3.615532	-12.746425	-8.874119	-4.982430	-9.475069	-0.022342	-12.329858	-5.137251	-2.444807	-7.019334	11.519252	-9.869136	0.594648	-1.909645	-7.882371	-2.838066	-0.439542	-6.843638	-6.426378	-1.670548	-10.562876	-7.233404	-7.268418
the	-6.975177	-6.428631	-6.863160	-10.992915	-10.412994	-7.202310	-9.719199	-12.518996	-7.784618	-1.060628	10.587816	-3.329900	-5.238018	3.234140	0.872768	-4.286257	-8.684869	-5.987348	0.562039	-1.835257	-9.267535	-3.741243	-5.814382	-10.669421	3.253792	-4.725004	0.356982	-7.219345	-13.108088	-7.435401	-6.589210	-6.626804	-5.970565	0.529578	-1.962121	-9.697666	-3.867212	-0.583885	-5.851234	1.783116	-6.446864	-5.330455	-6.441249	-11.317220
Friendly	-26.180037	-12.843905	-19.764267	-7.645266	-5.706371	-15.422003	-19.515942	-15.083311	-13.536871	-12.962774	-15.106093	-19.638823	-24.850372	-6.805599	6.031774	-10.688851	-14.275832	-18.510450	-1.087435	9.640947	-0.087507	-2.300769	-18.397345	-21.825058	-18.454533	-15.803142	7.340353	-14.160168	-35.997921	-22.072636	-20.048660	-25.453215	-13.927662	-5.941809	-14.105767	-8.597611	-11.129255	-11.511735	-9.851442	-22.576126	-22.154985	-29.632574	-8.973461	-23.089539
Skies	-23.297874	-11.457417	-19.734791	-8.506817	-8.770084	-9.112728	-16.729305	-14.087679	-13.918946	-16.114317	-19.422026	-24.416761	-19.031857	-7.033750	-1.033090	-8.317453	-12.361746	-23.325190	-1.213968	9.679338	7.636823	5.704206	-24.534687	-12.898509	-13.886367	-6.117573	-2.314639	-13.229328	-25.462732	-26.461945	-18.864819	-25.266516	-12.431462	-4.433559	-9.687440	-5.744811	-7.367819	-7.663692	2.007467	-25.203329	-22.911085	-27.694145	-20.654837	-19.233784
--	-12.094905	-9.499440	-8.461879	6.971277	8.187173	-5.949278	-16.429810	15.268762	-11.252015	-9.166098	-9.722796	-13.392830	-6.157322	-9.551857	7.131834	-2.297533	-6.760358	-8.832835	2.058414	0.784776	-1.142205	1.549123	-13.271584	-9.374269	-10.902799	-12.339578	-2.486216	-9.430433	-14.622656	-19.506744	-7.245785	-10.896729	-16.558685	-2.051135	-10.977812	-6.268169	-10.053544	-3.919327	-2.490747	-8.193276	-10.543818	-16.533735	-11.204113	-1.245300
free	-7.405130	-6.135815	-9.743189	-7.505825	-6.776902	-7.793918	-7.305326	-7.990935	-11.050278	1.728811	-6.373702	-6.982862	-2.887876	2.503673	3.225945	0.112494	-4.552537	-8.293432	2.895020	0.253402	-5.144006	-0.817460	-5.796565	-8.414212	-5.796019	-9.595825	-0.891716	-1.485064	-8.283467	-5.065622	-5.556109	-11.328789	-7.531713	1.908694	0.047245	-3.436171	-1.134632	0.740955	-3.689326	-5.169511	-11.440440	-6.174693	-3.070285	-8.481723
first-class	-18.831804	-18.602240	-23.030266	-7.295632	-5.778831	-13.778427	-21.892155	-8.617230	-15.483460	-20.189682	-21.491594	-22.221540	-6.205261	-12.810584	9.274767	-0.816897	-5.150018	-14.993638	5.894984	3.896216	1.430045	5.459596	-19.191114	-12.195450	-15.728076	-13.379225	-0.759614	-6.695791	-13.449158	-21.540964	-13.552065	-21.567913	-19.008896	1.108798	-5.379701	-2.754010	-6.911307	-4.343057	-1.159504	-14.197562	-20.193722	-20.237288	-20.366896	-14.228621
travel	-10.050611	-5.965879	-10.746529	-8.441957	-8.334137	-8.035837	-13.080664	-8.805227	-8.725159	-5.395042	-9.436477	-7.058352	-4.054004	-7.764905	3.191051	-3.018734	-5.601577	-6.374479	4.641597	1.999031	-4.516817	0.320415	-7.081867	-12.434209	-11.180630	-11.968776	-0.230762	-5.434567	-12.655939	-9.219299	-6.919972	-11.342324	-12.842145	3.814350	0.799355	-3.757199	0.994790	2.635988	-2.830240	-10.878587	-17.057549	-11.902591	-11.717964	-8.311494
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
and	-5.545801	-6.222587	-8.691244	-6.601095	-7.614730	-8.451298	-10.024127	-9.302346	11.204060	-8.670640	1.157767	-11.630521	-5.971031	-0.202506	0.928630	-8.772384	-9.589598	-5.589883	3.067585	0.719486	-4.934876	-3.356470	-8.479346	-8.970040	-9.251793	-12.888366	-0.824926	-14.986135	-14.337023	-5.987674	-9.197055	-14.494511	-8.486798	2.197123	-1.281101	-3.832344	-0.784705	1.732651	-3.285167	-6.698166	-9.237029	-10.722454	-9.326917	-9.629957
$	-14.087613	18.758610	-15.603622	-7.271624	-8.334426	-18.598043	-16.353340	-12.696597	-10.622141	-1.425856	-5.629661	-16.885309	-16.599499	-6.545772	0.277561	-14.049681	-17.647968	-6.869484	-1.202121	0.822071	-9.088572	-5.249610	-20.520039	-18.962744	-7.095274	-11.103085	1.173932	-21.094725	-25.607172	-20.043001	-16.549105	-13.660110	-15.341098	-1.609750	-6.756221	-15.684204	-7.449228	-4.833608	-7.569845	-16.873707	-16.088295	-25.675438	-11.761440	-17.069572
20,000	-16.865610	-9.449859	-19.238810	-7.822897	-9.157845	-9.055492	-13.139666	-6.328400	-20.562958	13.153402	-10.548650	-9.427616	-11.753057	-4.962349	4.134522	-7.196249	-11.723201	-14.556395	2.865649	4.594859	-4.947521	-0.573012	-17.082170	-24.556656	-11.245180	-9.571061	-1.386610	-8.356745	-18.999941	-15.212581	-11.605263	-14.676879	-13.986922	-1.843171	-8.373353	-6.667064	-4.254355	-5.811410	-11.299040	-19.340155	-19.070547	-20.029764	-7.261410	-19.915232
a	-1.205680	-9.002545	-10.702272	-11.229156	-10.823771	-8.937304	-10.515593	-13.645907	-1.645857	-9.278972	12.246640	-9.009906	-5.652887	2.672245	-1.571971	-10.909850	-12.954072	-6.215726	1.507187	-0.693504	-6.269465	-0.564560	-4.785968	-11.204214	-4.130784	-6.914642	-1.118485	-15.689792	-14.496052	-8.513957	-8.806356	-11.068073	-7.763930	-0.912727	-4.264416	-6.396126	-4.760911	-1.394363	-2.572786	-1.151891	-4.120239	-11.675632	-11.631660	-13.716766
year	-10.443720	-11.289585	-15.415483	-14.105751	-11.025424	-6.897722	-12.292859	-13.230694	-10.634250	-9.550345	-8.556074	-7.423898	-6.088380	-4.925121	4.169291	-0.130434	-2.716671	-8.377693	5.794930	2.036087	-4.587942	0.245387	-10.535935	-12.902430	-10.958282	-5.069207	1.558013	-0.355186	-7.875604	-11.248186	-8.505697	-7.848933	-9.561170	1.115964	-2.866604	-2.362762	-3.290736	0.150296	-4.595654	-6.587647	-14.772567	-13.707879	-9.887363	-10.142502
for	-6.284726	-6.806795	-11.597198	-11.849757	-8.676481	-9.831136	-9.719112	-9.999868	-0.571997	0.115174	-0.480478	-11.184988	-5.446327	7.523680	1.695921	-0.908370	-9.043357	-9.039802	2.288058	-0.067132	-8.089592	-3.486630	-6.442403	-10.247150	-4.811131	-4.336343	0.862337	-3.617966	-9.214725	-4.400836	-5.907354	-5.986910	-6.370851	0.854539	-2.534399	-5.440754	-3.194667	-1.326370	-5.420272	-1.149971	-5.722147	-7.399884	-5.310346	-7.894227
life	-8.931869	-9.181792	-10.236346	-8.117113	-7.343962	-10.230224	-11.347330	-9.414075	-13.814173	-1.589669	-5.256782	-6.615103	-3.338103	0.541144	3.739575	0.514399	-4.599857	-10.947468	3.525720	1.034651	-4.081912	-0.715372	-7.283219	-12.771999	-7.315336	-10.919978	0.356433	-0.958926	-10.984803	-8.149945	-6.781331	-8.948210	-9.376501	1.928727	-1.179555	-2.484848	-2.113786	0.560404	-5.046432	-10.394274	-14.851039	-6.132896	-6.856070	-8.747905
as	-5.561683	-7.967659	-9.941245	-10.216928	-7.731983	-8.729766	-12.003331	-10.394684	-7.727248	-10.337376	-1.944820	-9.901120	-5.755874	6.050950	-0.491821	-5.687077	-7.487926	-9.249285	1.245214	-0.532797	-2.555594	0.773200	-8.038194	-4.653679	-4.733013	-8.856573	1.866976	-7.692737	-9.343890	-7.683836	-7.364775	-9.676814	-8.616745	-1.664275	-0.663605	-4.768219	-3.403976	-2.981910	-0.032454	-2.343163	-8.238626	-9.707982	-9.919545	-7.308345
well	-5.625895	-5.410722	-6.136794	-7.555918	-6.308708	-5.495701	-5.098691	-4.446678	-7.785862	-7.241835	-2.272932	-4.901192	-3.274756	-3.185434	1.442150	-2.741420	-3.281686	0.598049	1.709847	0.033893	-5.160047	-2.286174	-2.772452	-9.488481	-0.779710	-6.590013	2.357247	-5.838063	-6.727324	-2.501003	-5.411041	-9.313081	-1.850736	1.725832	1.814247	-1.682873	-0.555662	-1.022184	-3.479375	-3.178406	-7.111559	-5.073134	-4.085785	-6.519062
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
Conceivably	-29.229496	-20.208179	-18.353683	-10.498654	-7.901714	-14.414057	-23.242085	-16.380678	-22.818718	-20.978783	-14.264597	-26.266977	-24.445145	-18.625763	7.086814	-11.863617	-10.516270	-13.757386	1.661685	9.624526	-3.571093	-3.122947	-22.016727	-24.591635	-16.632132	-14.144750	8.023071	-21.481846	-34.011345	-25.316818	-21.920906	-28.309408	-20.369322	-2.747740	-10.788207	-6.154015	-7.638987	-9.824897	-10.477717	-19.536776	-27.674860	-33.998489	-14.686644	-21.775995
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
in	-4.902185	-9.506516	-8.681861	-11.919876	-11.333564	-8.104579	-9.268690	-12.848575	-5.155937	-2.167543	-3.050200	-11.179543	-4.555774	8.847093	1.564442	-7.042121	-10.817768	-8.098989	2.877232	-0.213795	-4.337337	-1.565662	-4.428699	-10.148062	-1.380250	-2.768780	0.636091	-9.472092	-10.460236	-3.542317	-5.721560	-12.788364	-8.525474	1.910082	-2.135122	-3.531000	-1.402786	0.519323	-2.833215	-4.248197	-9.363589	-8.425348	-6.123753	-9.162754
