	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
dictate	-16.144375	-17.705807	-17.984327	-16.172813	-16.696676	-15.719543	-19.398722	-19.249437	-14.161936	-9.515945	-8.463008	-7.521069	-10.328443	-5.614040	2.854123	-9.864330	-8.624887	-12.856836	4.270602	-14.198283	-26.072620	-7.636301	-8.360599	-19.753170	-6.372112	-10.188377	-0.651122	-10.526360	-12.312598	-11.698646	-14.589754	-19.766504	-13.106193	4.656400	0.017291	-10.582957	-2.953105	2.459138	-11.258506	-11.374475	-19.184916	-17.128357	-12.133680	-16.172318
prescriptive	-24.591335	-16.014862	-23.747652	-24.959085	-23.211199	-17.053074	-25.841194	-20.643650	-26.698311	-15.018350	-24.858873	-31.280790	-15.328152	-7.394295	7.665768	-20.585667	-14.647628	-24.355276	4.347253	-6.290403	-27.967318	-8.141031	-18.666294	-27.216158	-16.296852	-20.163809	-2.018440	-21.799887	-13.626182	-21.170006	-20.793728	-25.058620	-26.392015	1.397526	-9.219148	-15.838893	-8.377578	-1.322593	-20.678728	-11.860405	-28.549757	-26.420586	-22.862448	-24.831541
solutions	-21.374012	-11.939760	-35.566463	-20.445246	-19.024717	-15.102013	-14.548078	-14.725639	-17.788786	-15.094440	-19.040041	-30.279163	-12.034348	-12.856695	-1.194347	-13.536894	-14.027342	-34.162838	-4.403306	-4.004347	-4.587386	9.930216	-20.757050	-11.154832	-15.817699	-13.646292	-5.947864	-19.668470	-21.762817	-26.383179	-12.484656	-19.196352	-20.553511	-9.114933	-9.987922	-14.058502	-9.648109	-12.725925	3.959716	-18.968056	-18.496599	-25.486940	-34.085907	-18.027206
Each	-14.442671	-13.471745	-18.517185	-19.524996	-10.393670	-14.155861	-8.021697	-10.992661	-8.641231	-7.417777	13.180247	-7.769961	-13.498728	-0.894752	-3.301248	-12.532022	-24.670937	-20.538410	2.606377	7.182363	-9.068385	-6.289753	-10.867829	-18.609772	-9.492151	-12.157281	0.178355	-12.574389	-35.559803	-18.035946	-13.879498	-17.172283	-12.256451	-0.963949	-14.386227	-19.056299	-13.803114	-3.386827	-15.475560	-5.964695	-18.629154	-15.006752	-15.749198	-12.765394
speaker	-15.096433	-14.593098	-21.769993	-13.720347	-20.862051	-20.833445	-17.633093	-16.984819	-5.292254	-6.929359	-4.008184	-11.742061	-4.090930	-11.063551	1.551060	3.090640	-18.779028	-24.109669	6.997209	-7.285382	-21.026306	-6.989814	-6.473520	-18.884998	-15.796610	-13.783952	0.073860	0.703871	-18.651802	-17.387114	-15.267397	-16.529329	-20.298851	1.976605	-4.117433	-17.479727	-8.361227	-0.500719	-10.403049	-11.118990	-24.606556	-19.528524	-20.135448	-17.377443
address	-16.911211	-14.578167	-20.010185	-10.995164	-16.611238	-21.086720	-16.632872	-22.804747	-13.507559	-10.849194	-8.997647	-15.669308	-11.537963	-15.980119	3.975407	-3.991233	-10.790445	-17.215946	4.608619	-12.937001	-19.115568	-0.751554	-10.189059	-20.891821	-17.662449	-22.249306	1.684077	-5.795258	-13.986658	-16.207243	-13.532755	-24.723875	-20.970716	2.898993	-2.543282	-5.180455	-6.883165	-0.875862	-3.991807	-19.505751	-26.646112	-20.191908	-21.720118	-19.080351
specific	-23.087133	-21.020473	-25.676382	-16.676929	-19.648434	-24.365196	-23.000980	-14.169852	-13.584745	-16.025560	-15.986790	-18.630478	-5.813537	-18.979990	6.394266	-17.040358	-20.193596	-18.952843	4.471421	-6.151310	-24.622208	-4.511838	-13.423739	-25.464180	-17.799358	-25.759323	-1.611850	-23.701357	-26.419460	-23.247713	-23.020533	-28.427919	-20.588148	2.061865	-4.986578	-13.727267	-6.134410	-1.487440	-8.474303	-13.013538	-22.507565	-23.092712	-23.544653	-27.950405
topic	-23.584814	-21.514172	-22.386337	-22.631660	-17.211332	-17.344866	-23.856638	-21.993120	-18.055836	-17.260128	-15.554742	-24.871910	-5.234912	-9.009886	6.398659	-9.409925	-21.251844	-19.158308	5.031821	-9.071570	-28.050817	-6.393690	-17.076159	-28.084553	-17.791857	-20.029741	0.067807	-17.316982	-20.053637	-15.315512	-22.662159	-16.122591	-18.891102	-0.183943	-9.320691	-11.475145	-9.179486	-2.780732	-12.996654	-13.109030	-21.185038	-28.837156	-19.495972	-25.176064
deliver	-21.127815	-16.865536	-20.305086	-25.634241	-19.928268	-20.102320	-19.647562	-16.855408	-12.960683	-10.506905	-16.223322	-27.795647	-7.585520	-6.446942	-0.405079	-8.753818	-20.290644	-22.289547	5.813109	-9.640018	-22.089928	-7.882592	-10.948382	-20.879971	-18.850008	-15.834804	-1.588241	-16.530104	-28.050406	-23.515970	-13.105451	-23.532152	-16.603558	5.689071	-5.652139	-11.236896	-4.140244	0.872838	-7.817386	-9.988338	-27.822771	-23.780476	-22.853104	-17.105751
scientist	-16.598259	-18.961788	-19.686775	-20.433523	-16.936285	-23.430189	-26.273277	-19.648115	-9.650238	-9.061164	-11.388373	-20.009754	-14.709821	-14.125111	5.122100	-10.045168	-6.339692	-21.024883	7.834461	-20.229614	-29.373695	-1.982557	-9.341527	-25.643423	-16.377529	-26.055328	-1.908284	-15.389706	-17.529905	-17.484358	-21.782780	-23.997116	-25.780985	4.707165	-3.662675	-0.711841	-5.425633	2.824146	-7.597917	-22.316719	-26.308908	-24.959566	-24.245247	-23.803726
independently	-25.102678	-16.794031	-15.690802	-26.403315	-21.658222	-29.109159	-24.371788	-13.268085	-35.522751	-18.496479	-23.648508	-30.413395	-16.411699	-13.849269	8.066021	-15.360672	-19.849068	-22.945133	0.447410	-9.679194	-29.796362	-6.596906	-22.015320	-26.148932	-18.170322	-18.719786	17.249636	-18.114508	-30.341566	-19.205299	-20.812695	-31.737183	-20.841608	-1.611185	-9.329698	-19.522898	-13.495617	-4.133423	-20.182653	-18.469297	-29.186666	-30.492645	-19.700012	-22.018137
concluded	-17.886484	-21.584606	-16.791834	-21.412313	-19.274092	-21.102837	-19.268684	-28.998436	-15.807714	-7.319311	-20.688108	-18.707594	-12.995905	-17.425766	5.508565	-18.822348	-22.139496	-3.334174	-0.928229	-17.707682	-39.098789	-11.651288	-15.976399	-23.022879	-12.114660	-18.294086	-9.945492	-25.533749	-27.913525	-17.817183	-19.600359	-22.614679	-29.488857	1.392452	13.266406	-29.812256	11.649152	-2.738606	-12.927046	-22.851494	-20.952490	-19.575930	-19.727917	-19.458292
society	-25.212278	-18.440191	-30.640421	-30.853003	-28.138288	-21.619991	-31.922560	-25.019444	-13.804574	-12.440804	-20.212349	-23.954819	-13.977500	-9.222464	4.214910	-9.969554	-16.527615	-31.804642	7.596639	-8.131765	-20.454494	-4.117535	-20.186605	-29.622400	-15.407652	-22.786522	-0.729470	-20.968090	-20.248655	-18.530661	-29.466379	-21.054424	-16.909145	-1.213696	-6.784328	-13.126156	-8.700857	-4.582058	-19.400955	-23.062006	-27.743137	-27.167170	-26.188946	-23.355417
underreacting	-20.301460	-12.832901	-20.044241	-19.878969	-18.329369	-15.642252	-21.685041	-22.177073	-15.736154	-12.238523	-18.026262	-16.806084	-12.844049	3.438692	6.109183	-11.079800	-18.565840	-20.341936	5.488446	-8.888574	-20.554401	-3.776934	-13.688826	-25.673161	-17.870178	-11.160808	-2.758916	-9.295166	-18.233030	-10.892874	-16.297211	-17.940407	-20.083054	2.128522	-13.240982	8.028257	-7.579843	-2.159284	-14.073593	-16.106001	-21.345417	-17.138256	-22.834127	-16.240627
substantive	-24.007971	-14.864712	-24.288891	-19.123957	-18.143538	-15.657949	-21.041014	-23.411783	-21.054930	-6.153690	-19.485945	-30.599733	-12.662090	-4.280556	8.407276	-20.890686	-11.181242	-24.653086	4.868139	-9.288370	-31.709713	-7.949028	-18.472786	-23.943445	-17.728289	-23.277121	-1.944275	-23.418491	-16.427242	-14.801089	-20.122627	-20.050182	-22.912615	0.023517	-8.707767	-18.285229	-8.494068	-1.589693	-23.431858	-11.456418	-26.503229	-24.882448	-23.256823	-23.339504
leads	-22.449888	-13.670322	-32.250027	-18.022142	-14.884016	-19.520767	-23.910154	-19.143965	-23.255476	-21.546576	-20.039427	-27.408535	-6.522530	-9.672949	-7.782458	-23.428961	-18.165836	-22.189585	-1.218234	-12.949048	-16.408892	7.512486	-24.157423	-14.983064	-14.902800	-14.403352	-5.106626	-19.753670	-21.386705	-24.703358	-21.810143	-19.972780	-11.904306	-6.954078	-8.996011	-15.764302	-10.215733	-9.797297	6.999941	-21.534529	-27.303291	-25.355944	-31.692017	-19.299273
sense	-13.412809	-15.897020	-16.766245	-16.824896	-18.154902	-14.040364	-10.969905	-17.478596	-17.241365	-7.659543	-8.508572	-11.952047	-5.112994	-6.412609	1.874132	-2.179172	-12.122989	-27.842176	5.007947	-7.388231	-22.794453	-5.092787	-13.863687	-16.559822	-5.984341	-12.995882	-2.173192	-9.318561	-16.687862	-15.216275	-10.659597	-20.481438	-8.876810	3.083550	-3.840996	-10.565973	-4.753737	-0.193396	-6.609097	-17.279526	-17.481676	-7.729521	-9.506896	-13.773091
urgency	-20.198271	-25.360104	-30.274752	-23.759609	-28.021988	-35.691944	-29.196407	-31.306446	-24.268126	-23.871149	-22.240183	-22.290136	-13.468437	-15.686904	2.148498	-19.672815	-32.717430	-14.206031	12.457380	-6.715792	-30.766790	-8.964177	-18.871065	-32.036835	-9.703037	-24.049500	-6.644851	-28.124329	-42.390438	-24.089149	-27.218273	-27.398430	-20.168135	4.905547	-7.018292	-19.066141	-7.765510	3.876058	-22.716888	-28.453585	-23.690168	-27.965328	-24.761028	-28.869690
media	-23.854971	-16.951797	-38.301960	-20.535776	-16.257496	-27.741777	-35.439850	-21.076431	-22.264126	-28.495850	-16.552885	-31.809315	-12.328875	-10.616670	0.744146	-25.715118	-16.764309	-20.527065	3.353851	-9.103321	-23.349537	8.140547	-20.127136	-32.593658	-22.543243	-27.319475	-1.265262	-29.625111	-22.888935	-16.854391	-25.902275	-17.759636	-25.622219	-2.817825	-4.356728	-7.903568	-8.555768	-8.473911	-3.307799	-23.059893	-27.085035	-23.283648	-44.487892	-21.261450
decide	-15.757927	-18.657694	-18.944567	-19.106316	-21.548353	-17.613266	-21.539598	-20.830187	-10.609047	-16.427998	-15.416222	-13.599921	-3.948206	-8.153485	1.840890	-10.947309	-14.960037	-16.961714	5.495558	-14.423579	-25.004557	-3.891167	-16.880411	-22.056349	-16.064619	-15.484942	-3.467390	-13.843740	-16.147905	-12.944207	-18.240477	-19.301802	-19.713701	6.967450	-0.452273	-7.004657	-1.554933	5.114250	-4.681375	-18.992434	-20.806257	-15.769702	-21.365213	-13.661379
harder	-13.091195	-12.622995	-16.367327	-18.036562	-13.809999	-14.159942	-16.623804	-18.703793	-9.299750	-6.739821	-9.908911	-16.924709	-1.977842	-5.800299	3.258894	8.078742	-21.125732	-20.292933	4.464314	-8.098323	-24.802292	-9.385827	-12.282389	-19.418509	-7.168402	-5.994966	-5.082042	3.210348	-21.266130	-17.520861	-15.243303	-19.213783	-12.526058	1.739777	-9.853874	-20.220829	-10.863034	0.006505	-11.325678	-6.926283	-17.996168	-13.743211	-14.359157	-12.708626
educating	-22.964817	-15.171955	-24.952122	-21.186094	-21.833075	-24.156353	-30.644234	-26.270168	-20.727600	-22.173906	-24.374010	-23.310629	-14.333878	-9.544897	6.649318	-15.554828	-17.937002	-26.198433	5.642970	-11.368690	-26.521219	-1.134810	-19.497223	-28.738762	-19.525177	-19.496675	-0.647880	-18.641474	-16.789673	-19.281990	-20.738270	-25.939714	-23.625383	0.887367	-8.058814	14.054365	-5.829833	-4.456041	-12.041060	-20.530468	-30.400827	-22.328362	-28.688066	-21.920074
public	-21.836632	-15.621826	-23.302656	-14.859539	-13.974925	-21.278067	-24.810137	-20.483627	-8.409396	-12.770478	-11.002074	-15.754323	-4.577760	-10.304150	6.767407	-13.574410	-16.772261	-13.091744	4.504769	-8.365605	-22.829315	-3.956285	-10.283824	-26.950579	-15.083437	-25.972700	1.952137	-17.687109	-15.862916	-13.429634	-22.757580	-17.946354	-20.403713	-0.365909	-7.794505	-13.445067	-6.281642	-4.274683	-8.151428	-13.367963	-22.625124	-24.425882	-21.839548	-25.139969
complex	-26.125895	-19.391775	-23.293316	-25.103222	-21.440340	-30.741966	-22.047047	-27.223200	-24.413774	-8.941769	-17.424839	-24.772249	-12.737900	-16.337713	5.855009	-10.023549	-16.156595	-23.904585	5.173746	-16.641386	-29.748941	-5.690464	-13.625067	-31.172813	-19.319218	-25.940002	-1.401572	-17.151630	-23.956625	-19.504295	-19.326710	-27.662083	-20.852543	2.214369	-4.587930	-11.218500	-5.181899	1.743772	-10.481539	-22.340048	-22.078321	-32.066082	-21.318075	-24.906248
technical	-21.607023	-22.233433	-25.611797	-14.042747	-15.692790	-24.319572	-20.926739	-17.592981	-13.520065	-14.523635	-8.924854	-20.468258	-11.664435	-9.479913	10.329933	-17.622644	-19.096981	-12.907257	3.447932	-6.661029	-37.980122	-12.026388	-12.800893	-31.139454	-14.858124	-28.356634	-0.049066	-23.913736	-24.803213	-23.023897	-22.854244	-20.143784	-21.484970	-0.824662	-16.741903	-19.342363	-15.122005	-6.415457	-18.486172	-17.069799	-17.644316	-27.254004	-23.596287	-20.784180
termed	-17.215946	-20.106529	-20.072792	-21.929182	-15.775176	-19.518330	-24.951698	-25.826391	-22.213621	-5.241386	-22.965763	-24.373020	-11.813551	-16.287512	5.692463	-6.233756	-20.524801	-11.718420	0.520742	-7.165224	-25.979240	-7.925464	-18.510571	-25.320900	-5.027939	-14.656931	-10.773562	-13.490498	-38.590111	-25.004374	-16.183617	-12.139439	-18.089178	0.190231	8.012938	-22.166059	7.007103	-6.380072	-18.184782	-21.547148	-20.986460	-22.836634	-15.519975	-16.988697
non-objective	-48.769558	-24.452576	-46.269527	-36.071621	-23.329157	-32.454666	-44.886234	-37.858795	-43.219738	-32.604156	-41.817162	-63.459629	-18.903652	-12.412233	13.031229	-29.677721	-20.879900	-50.577171	7.683443	-10.625398	-43.693470	-2.856477	-44.979141	-50.369690	-20.237394	-53.781979	-8.115372	-47.547726	-32.620388	-29.043335	-45.188213	-44.533451	-41.739414	-5.497613	-31.988531	-34.929138	-24.420433	-11.595296	-36.122101	-32.329140	-39.042805	-48.432156	-51.410091	-43.390030
journalism	-28.391600	-28.110859	-34.939415	-38.126148	-29.199564	-36.119152	-33.133865	-24.945225	-23.700451	-16.428116	-30.048370	-38.226727	-6.404323	-22.465528	4.288913	-11.025676	-17.980175	-33.405239	10.141692	-11.240251	-26.707277	-6.118858	-31.507069	-34.359020	-11.216499	-29.467018	-5.819741	-18.485228	-24.415909	-25.300570	-24.439367	-30.644821	-35.526260	1.910633	-9.700794	-12.870732	-7.588455	0.758595	-11.764185	-34.048420	-23.731316	-30.574385	-41.504162	-35.392338
normal	-22.681904	-27.888723	-28.026915	-20.209822	-21.021509	-23.461081	-22.301132	-23.409986	-12.075787	-23.713858	-11.253641	-27.168125	-5.241918	-10.877479	9.266068	-10.197718	-12.651049	-19.887281	6.179956	-7.905878	-30.661089	-5.930898	-12.684123	-29.493145	-11.113884	-24.525686	-1.891781	-12.993847	-23.352196	-18.344095	-24.419647	-18.988672	-24.643749	-0.495188	-9.529309	-19.462530	-11.004086	-4.006082	-18.790321	-17.588781	-17.405550	-22.662514	-26.070341	-22.757467
business-as-usual	-35.172054	-17.876238	-39.684109	-13.488238	-12.777783	-37.528522	-37.440788	-14.154376	-27.430685	-32.507210	-22.559799	-44.931953	-20.000879	-18.004520	11.619635	-14.365368	-13.224906	-35.584476	8.234612	0.517538	-27.656199	-4.005894	-15.238411	-41.421772	-12.546577	-37.015343	-7.684568	-28.274101	-26.689781	-31.125586	-34.369003	-35.506165	-34.173912	-2.380048	-25.165779	-23.234751	-20.730642	-9.236855	-22.179966	-24.787796	-39.871872	-39.282032	-44.561237	-37.228065
increments	-29.248947	-15.847618	-32.279362	-25.012991	-24.013664	-26.517025	-22.819040	-24.035236	-26.063202	-16.823950	-14.669000	-26.654053	-6.570773	-15.148447	-3.760152	-16.817604	-17.879656	-46.679428	0.461811	-11.515422	-15.152925	10.281589	-26.158579	-19.717434	-12.895918	-19.761744	-4.836081	-21.297468	-26.309179	-29.818071	-23.382166	-26.981361	-27.661366	-6.462368	-12.233948	-12.459635	-11.445807	-9.393560	2.824736	-25.882891	-24.783291	-30.210760	-38.899033	-22.100996
literally	-25.144136	-18.897242	-29.605883	-26.129143	-25.982677	-25.652189	-24.151127	-20.956062	-34.745457	-19.806759	-20.385519	-43.932220	-17.190775	-8.269467	5.517301	-24.050869	-17.387026	-25.446922	3.175456	-7.313670	-27.157791	-8.086793	-13.160840	-25.202345	-13.931219	-31.891075	13.533486	-28.393715	-33.228920	-19.404932	-21.519537	-31.212872	-14.836265	-0.493870	-8.271451	-20.108484	-12.732491	-2.830879	-21.846008	-20.131590	-31.255812	-30.858677	-22.552670	-24.389523
altered	-17.271490	-16.308710	-18.797188	-24.627201	-18.490414	-19.631868	-17.592409	-26.548515	-23.558928	-7.703514	-23.044880	-21.832216	-18.769106	-7.940226	3.172067	-16.187269	-21.371832	-20.693604	-1.100176	-5.086256	-30.796701	-12.834201	-17.126274	-18.498466	-13.983440	-21.416067	-6.298775	-25.357962	-36.356312	-20.856268	-12.911184	-21.617088	-18.317013	-0.150458	6.177162	-20.007439	5.160896	-7.411507	-19.605997	-27.258619	-25.763563	-24.369209	-17.784765	-15.862041
chemistry	-16.390608	-18.820847	-26.649975	-20.968262	-14.698282	-19.643572	-19.372065	-19.408590	-21.933863	-6.226529	-9.341967	-23.054443	-10.113385	-8.299465	1.495618	-7.252164	-18.118502	-28.793306	8.988293	-5.714272	-22.943823	-0.681729	-15.135020	-28.176205	-7.530675	-19.073896	-5.075335	-14.449213	-28.830534	-23.806507	-19.751261	-18.434746	-24.902279	2.780108	-8.636193	-8.276186	-10.919063	0.049953	-13.305552	-12.302090	-17.376003	-28.741600	-26.303169	-16.769308
physics	-26.176311	-13.078918	-29.481043	-22.378710	-16.912777	-24.695221	-20.715843	-17.128082	-18.624737	-27.678102	-18.677595	-22.758276	-8.810543	-8.794184	-3.510005	-11.921469	-13.911249	-19.301247	2.482912	-10.654465	-12.010011	7.241969	-16.694918	-19.205250	-0.823744	-18.541285	-8.994363	-19.101278	-13.256085	-22.129717	-23.961994	-26.772730	-16.637672	-3.944098	-13.591789	-14.846879	-18.206051	-7.381840	3.722713	-16.785547	-20.772757	-16.200878	-26.868223	-23.712873
atmosphere	-19.902281	-14.715132	-20.095631	-20.529652	-21.398989	-20.408175	-27.966919	-29.603632	-22.219667	-18.964619	-16.145533	-18.023144	-6.443008	-10.649191	1.434572	-4.579823	-5.260112	-23.527353	5.352705	-6.763095	-12.961791	-1.022771	-19.863123	-23.025629	-14.168377	-20.597075	-1.179024	-5.342738	-13.475904	-20.173132	-21.376152	-19.817350	-22.514170	1.763843	1.099199	-5.287080	-2.062220	-0.887116	-10.833140	-17.439173	-20.245237	-12.470451	-23.351191	-16.410555
portends	-29.547325	-11.851101	-24.643509	-25.072361	-23.400434	-23.211302	-21.543694	-22.317635	-25.827728	-13.183038	-12.132882	-22.565302	-7.963916	-14.040751	-3.820302	-10.999256	-22.981457	-35.142712	-2.770727	-6.452291	-10.882198	7.276782	-28.408110	-12.814845	-17.274240	-17.994085	-2.951588	-10.496574	-26.417526	-24.800573	-22.696072	-25.434986	-20.395176	-7.138728	-10.820092	-20.587524	-12.903748	-12.935353	3.968081	-17.215590	-18.795336	-19.601597	-25.112284	-19.033777
consequences	-27.704102	-19.917885	-36.441273	-26.402063	-27.817371	-30.292507	-19.363960	-25.754238	-27.482819	-18.529535	-16.919964	-26.883230	-8.402629	-17.374769	-3.899796	-17.131935	-19.372978	-31.331287	1.948501	-12.853332	-13.127759	10.164956	-19.684765	-23.350327	-13.019413	-18.171450	-5.735414	-22.056709	-28.237324	-28.667192	-18.503164	-28.229357	-19.348768	-4.033759	-14.870363	-10.093705	-11.777092	-7.638653	4.079141	-23.967884	-23.343098	-27.977465	-28.884384	-27.093159
destabilizing	-25.764305	-16.583977	-24.042931	-26.021774	-24.273693	-23.499592	-31.085838	-27.365654	-19.276289	-16.448280	-21.724449	-23.729603	-10.622965	-1.571298	5.857759	-13.099502	-14.551137	-29.614645	10.006383	-5.385238	-19.405317	-4.817944	-23.064032	-30.193037	-21.194706	-15.506713	-1.448012	-13.934763	-22.492758	-15.246086	-24.780043	-23.599287	-30.091396	0.760603	-12.646664	14.171485	-8.078207	-3.861954	-21.524437	-19.683868	-31.982046	-22.338903	-35.926765	-22.621180
interrelated	-21.182688	-16.418531	-20.288561	-21.476898	-19.919369	-19.923578	-20.837891	-30.446602	-20.815235	-12.264848	-20.913040	-20.818001	-14.977859	-14.273190	6.883018	-18.849337	-20.264643	-17.523214	-1.833758	-6.854518	-29.247259	-8.845764	-19.315134	-23.535152	-19.457893	-25.692904	-3.278926	-20.501108	-35.024635	-19.144936	-19.931160	-19.995192	-20.593565	-0.543460	6.060289	-23.684635	8.169591	-6.851410	-16.615767	-19.490427	-18.969734	-27.650290	-26.347504	-20.774206
inextricably	-33.907040	-22.901649	-23.935497	-27.097223	-27.826082	-39.077103	-37.817928	-22.401329	-36.584610	-25.651714	-18.366577	-32.764210	-22.852322	-14.917719	5.982150	-25.873768	-24.782999	-37.534477	2.271498	-7.997563	-23.861635	-9.353942	-21.017672	-33.807209	-18.182566	-34.883167	10.906989	-34.210564	-52.466827	-29.915970	-30.934710	-40.841476	-21.544863	-1.534127	-19.024963	-23.731657	-14.728517	-3.067285	-20.196999	-39.537434	-33.563004	-40.307003	-25.680441	-33.476940
entwined	-21.883236	-16.088171	-23.226971	-23.720430	-18.002447	-26.059361	-23.002407	-25.083757	-12.340856	-11.836510	-24.668550	-24.092031	-19.456776	-12.213899	5.937810	-16.458485	-20.484966	-24.032648	-2.828092	-7.002195	-26.602032	-8.022269	-26.674109	-24.541397	-9.997023	-20.321499	-6.629714	-23.751549	-32.931599	-20.461716	-18.086048	-26.066124	-31.097721	-3.921305	4.027176	-25.090813	7.460023	-11.030939	-17.308653	-34.001328	-26.431376	-27.594290	-22.906658	-18.203142
current	-21.278376	-16.939631	-23.070124	-19.559076	-24.272448	-15.086115	-20.893936	-26.896917	-10.545421	-7.505033	-17.072981	-18.425928	-6.682402	-19.433407	8.469519	-10.836314	-8.385198	-22.219896	5.637586	-12.279439	-28.841393	-6.220562	-14.119259	-25.988932	-12.371479	-23.638718	-1.299287	-14.663647	-16.087128	-18.483282	-18.058187	-20.052092	-30.393091	1.933326	1.895617	-8.589381	-0.065382	-2.701483	-14.506237	-19.558142	-25.685026	-24.557400	-18.462700	-20.943802
unlikely	-26.119364	-21.797071	-23.914118	-15.281886	-20.065563	-27.734144	-21.584839	-13.606352	-28.296881	-12.465361	-16.848461	-28.745438	-25.886147	-4.325863	8.621330	-14.806256	-20.569357	-26.748102	1.723911	-11.031958	-27.731516	-5.866581	-17.335140	-31.025860	-11.872137	-24.955008	3.787540	-21.867067	-32.614197	-27.823696	-24.303871	-30.350639	-17.099897	1.115676	-9.309845	-17.137983	-11.063639	-2.800857	-20.137712	-20.813786	-28.278379	-26.050907	-25.381762	-23.114443
able	-21.556368	-20.284931	-18.358494	-10.472894	-17.329084	-23.367886	-25.164358	-14.588198	-18.861113	-13.934672	-4.358129	-17.207525	-19.919592	-3.377632	8.813189	-8.886808	-2.762034	-22.578941	2.670470	-9.221110	-28.219946	-12.471313	-16.102736	-22.971481	-10.002647	-25.624704	-0.617861	-13.720337	-16.234859	-24.057245	-21.342033	-20.903704	-19.356844	0.613508	-10.962261	-19.126099	-13.397279	-1.537246	-17.427259	-19.890156	-26.721661	-26.225193	-16.268358	-21.361725
unless	-15.923276	-14.915976	-15.490826	-14.286917	-16.154507	-16.282141	-15.286533	-17.493921	-11.409904	-16.069246	-4.864060	-17.957258	-18.346424	6.694632	3.213574	-3.587203	-12.440807	-18.020887	0.047887	-11.061640	-19.769384	-4.432454	-10.063759	-15.520961	-12.062248	-19.419838	-0.065627	-3.921938	-14.603852	-10.314694	-18.405630	-20.176220	-14.952072	2.101031	-5.561754	-7.913186	-8.463674	-0.603623	-3.761817	-10.951250	-14.945475	-18.692207	-16.523489	-20.431404
community	-24.095482	-14.497437	-31.351053	-27.015409	-27.121443	-25.031355	-35.986515	-29.203983	-32.353218	-14.334781	-36.934254	-31.160675	-9.523730	-17.844210	4.987301	-12.207502	-18.461189	-25.798645	10.410656	-11.851578	-30.234194	-2.029034	-26.793400	-33.887520	-14.601736	-28.138683	-0.127520	-23.830841	-22.119902	-19.971220	-30.336731	-29.646374	-26.056721	0.028978	-6.024476	-5.938128	-5.030470	-1.948215	-16.642113	-25.396708	-20.375879	-34.731472	-18.252630	-29.690371
sufficient	-25.656673	-27.089777	-26.679182	-20.183241	-26.148998	-28.175730	-25.829903	-26.089291	-16.693760	-9.071383	-18.047653	-16.061247	-12.606404	-13.354589	9.815046	-15.871424	-12.579185	-29.213280	6.350174	-10.155104	-36.734184	-7.576125	-18.473619	-29.449745	-8.604881	-41.944305	-1.832164	-29.332380	-30.497107	-25.279211	-19.652033	-26.679232	-35.253963	1.611862	0.479629	-19.724360	-1.891127	-1.220136	-23.162214	-26.046572	-29.729862	-25.073088	-28.543831	-25.306271
evidence	-29.656179	-22.864475	-31.872524	-32.922707	-29.721432	-33.462593	-39.919216	-32.950790	-31.393698	-32.650066	-16.385374	-28.899225	-27.269556	-10.525594	1.842381	-9.188008	-25.634760	-38.202744	9.607516	-6.676731	-18.296173	-4.402324	-35.934986	-45.287464	-25.884695	-38.221050	-0.253303	-13.519919	-45.280518	-26.243856	-29.977646	-39.294418	-26.544466	2.914235	-11.309806	-8.580085	-6.823983	-2.272127	-19.563381	-32.620239	-37.417034	-36.534534	-34.999016	-26.816200
advise	-17.781672	-20.817127	-22.762613	-26.213511	-34.848427	-31.014210	-17.115612	-26.457371	-17.274555	-18.719362	-16.252855	-28.577314	-8.856695	-10.204025	4.498211	-11.275454	-23.154257	-16.261629	6.991247	-15.283688	-26.435869	-8.149263	-19.378435	-24.444445	-19.486811	-18.928127	2.229209	-16.658619	-28.184900	-16.803837	-21.006563	-27.066441	-20.867819	6.488142	-7.418889	-11.599355	-9.627480	2.145650	-12.162982	-25.099922	-28.143688	-20.915636	-20.035833	-20.295826
No	-30.300030	-23.081432	-33.013237	-28.670731	-33.849384	-24.593338	-14.751176	-25.574810	-6.950572	-14.985182	14.907874	-48.168854	-22.404465	-1.269267	-6.320125	-49.528957	-66.491486	-30.490591	-1.905183	0.897264	-13.176865	-14.665913	-32.150467	-25.811434	-14.548670	-36.151211	6.819109	-50.087093	-62.085377	-18.389788	-20.087074	-12.441674	-14.727296	-1.619673	-26.163193	-38.748486	-28.444513	-6.562427	-18.401161	-18.462299	-27.766056	-35.844276	-28.354998	-22.487354
overreacting	-22.994715	-14.611368	-21.250660	-26.199501	-21.573668	-22.776489	-24.278219	-23.132210	-22.428270	-12.561118	-30.605896	-26.103853	-14.684173	-3.952311	7.912390	-11.274282	-18.480606	-27.553318	6.310021	-2.474024	-17.631645	-6.545654	-24.769728	-29.111391	-17.440073	-19.602037	-1.721122	-13.212774	-22.623365	-15.920497	-22.457020	-19.291307	-23.790493	-0.039165	-11.884611	9.480847	-6.453496	-4.836645	-19.314911	-18.088003	-17.334759	-22.329929	-20.445244	-22.294369
